seqnames,start,end,width,LoopAnchors,Enhancers,Promoters
chr6,53335278,53336190,913,NA,NA,NA
chr6,71366719,71368132,1414,NA,NA,NA
chr6,73580185,73580928,744,NA,purple,NA
chr6,78910438,78911245,808,NA,NA,NA
chr6,80338023,80338636,614,NA,NA,NA
chr6,82365176,82365724,549,NA,NA,NA
chr6,83430581,83430804,224,NA,NA,NA
chr6,87152300,87153040,741,green,NA,blue
chr6,89233530,89233907,378,NA,NA,NA
chr6,90218445,90219213,769,NA,purple,NA
chr6,90294572,90294871,300,NA,NA,NA
chr6,105900230,105900892,663,NA,NA,NA
chr6,106103398,106104041,644,NA,NA,NA
chr6,106509408,106509906,499,green,purple,NA
chr6,109318349,109318694,346,NA,NA,NA
chr6,109456010,109456609,600,NA,purple,NA
chr6,113564619,113565311,693,NA,NA,NA
chr6,117547935,117548536,602,NA,NA,NA
chr6,118708806,118709839,1034,NA,NA,NA
chr6,125789110,125790150,1041,green,purple,NA
chr6,135055230,135055779,550,green,NA,blue
chr6,137911706,137912284,579,NA,purple,NA
chr6,138405000,138406594,1595,NA,NA,blue
chr6,138455241,138456318,1078,NA,NA,NA
chr6,142232337,142232937,601,NA,NA,NA
chr6,142857547,142858179,633,NA,purple,NA
chr6,144064912,144065253,342,NA,NA,blue
chr6,144351329,144352248,920,NA,purple,NA
chr6,146913847,146915002,1156,green,purple,NA
chr6,149140183,149140707,525,green,purple,NA
chr6,149481772,149482308,537,NA,NA,NA
chr6,149484679,149485442,764,NA,NA,blue
chr6,154359070,154359711,642,NA,NA,NA
chr6,155164469,155164785,317,NA,NA,NA
chr6,156564224,156564851,628,NA,NA,NA
chr6,156617294,156618145,852,NA,NA,NA
chr6,156883418,156884223,806,NA,purple,NA
chr6,157461080,157462262,1183,NA,NA,NA
chr6,157645204,157646667,1464,NA,NA,NA
chr6,157659422,157659876,455,NA,NA,NA
chr6,157669774,157670130,357,NA,NA,NA
chr6,157822354,157822929,576,NA,NA,NA
chr6,157928401,157928923,523,NA,NA,NA
chr6,157962402,157963610,1209,NA,NA,NA
chr6,157980868,157981476,609,NA,NA,blue
chr6,158040615,158041110,496,NA,purple,NA
chr6,158567826,158568383,558,NA,purple,NA
chr6,158572014,158572380,367,NA,NA,NA
chr6,158819686,158819966,281,green,NA,blue
chr6,159106873,159107847,975,NA,purple,NA
chr6,159820950,159821608,659,NA,NA,NA
chr6,161186306,161186658,353,NA,NA,NA
chr6,163335687,163336208,522,NA,NA,NA
chr6,166253779,166254462,684,NA,NA,NA
chr6,166441497,166442716,1220,NA,NA,NA
chr6,166460830,166461379,550,NA,NA,NA
chr6,166538580,166539004,425,NA,NA,NA
chr6,166563209,166564138,930,NA,NA,NA
chr6,166583070,166583825,756,NA,NA,NA
chr6,166672715,166673195,481,NA,NA,NA
chr6,166707200,166707541,342,NA,NA,NA
chr6,166757228,166758121,894,NA,NA,NA
chr6,169212947,169213400,454,NA,NA,blue
chr6,169725196,169725755,560,NA,NA,blue
chr6,170010827,170011549,723,NA,NA,NA
chr6,170151930,170152592,663,NA,NA,NA
chr7,590599,591126,528,NA,NA,NA
chr7,601391,601632,242,NA,NA,blue
chr7,835984,836305,322,NA,NA,NA
chr7,901521,901932,412,green,NA,NA
chr7,925492,925945,454,green,purple,NA
chr7,953580,953808,229,NA,purple,NA
chr7,964399,966185,1787,NA,purple,NA
chr7,988051,989003,953,green,NA,NA
chr7,996616,996820,205,green,NA,NA
chr7,1012127,1012611,485,NA,NA,NA
chr7,1042152,1042831,680,green,NA,blue
chr7,1062265,1062556,292,NA,NA,NA
chr7,1107936,1108280,345,NA,NA,NA
chr7,1194081,1194231,151,green,NA,NA
chr7,1461302,1461871,570,NA,NA,blue
chr7,1466686,1466961,276,NA,NA,NA
chr7,1556193,1556482,290,green,NA,NA
chr7,1742021,1742584,564,NA,NA,blue
chr7,1875226,1875750,525,NA,NA,NA
chr7,1951129,1951512,384,NA,NA,NA
chr7,2019477,2020443,967,NA,purple,NA
chr7,2037710,2038288,579,NA,purple,NA
chr7,2063538,2063803,266,NA,NA,NA
chr7,2079533,2080117,585,NA,NA,NA
chr7,2084408,2085016,609,NA,NA,NA
chr7,2104153,2104688,536,NA,NA,NA
chr7,2106931,2107480,550,NA,NA,NA
chr7,2112714,2113440,727,green,NA,NA
chr7,2115718,2116143,426,green,NA,NA
chr7,2120111,2120783,673,NA,NA,NA
chr7,2138288,2138793,506,NA,NA,NA
chr7,2242962,2243352,391,green,NA,blue
chr7,2245952,2246263,312,green,NA,NA
chr7,2261617,2262076,460,NA,purple,NA
chr7,2393700,2394072,373,NA,NA,blue
chr7,2450337,2450789,453,green,NA,NA
chr7,2478524,2478855,332,green,NA,blue
chr7,2494225,2494577,353,NA,NA,NA
chr7,2518462,2519130,669,NA,purple,NA
chr7,2520763,2521547,785,green,purple,NA
chr7,2522885,2523844,960,green,purple,NA
chr7,2524005,2524275,271,green,purple,NA
chr7,2558296,2558672,377,green,NA,blue
chr7,2567532,2568104,573,green,NA,NA
chr7,2607130,2607729,600,NA,NA,NA
chr7,2713320,2713924,605,NA,NA,NA
chr7,2718758,2719372,615,NA,NA,NA
chr7,2733076,2733643,568,green,purple,NA
chr7,2733903,2734561,659,green,purple,NA
chr7,2736410,2737327,918,green,purple,NA
chr7,2757332,2757811,480,NA,purple,NA
chr7,2760277,2760855,579,NA,NA,NA
chr7,2762614,2763144,531,NA,purple,NA
chr7,2862795,2863241,447,green,purple,NA
chr7,2882372,2883184,813,green,NA,NA
chr7,2978866,2979527,662,NA,NA,NA
chr7,2980741,2981080,340,green,NA,NA
chr7,4724761,4726492,1732,NA,purple,NA
chr7,4744543,4745631,1089,NA,purple,NA
chr7,4809705,4810104,400,green,NA,NA
chr7,4814140,4814655,516,green,NA,NA
chr7,5218516,5219116,601,NA,purple,NA
chr7,5231597,5232118,522,NA,purple,NA
chr7,5235185,5235595,411,NA,NA,NA
chr7,5241020,5241502,483,NA,NA,NA
chr7,5450565,5451259,695,NA,NA,NA
chr7,5478679,5479503,825,NA,purple,NA
chr7,5487996,5488739,744,green,NA,NA
chr7,5495028,5495275,248,green,NA,NA
chr7,5497057,5497929,873,green,NA,blue
chr7,5557786,5558271,486,green,NA,NA
chr7,5574786,5575342,557,green,purple,NA
chr7,5661949,5662522,574,NA,purple,NA
chr7,5833999,5834661,663,NA,purple,NA
chr7,6026583,6027214,632,green,purple,NA
chr7,6317941,6318377,437,NA,NA,NA
chr7,6395873,6396351,479,NA,purple,NA
chr7,6536044,6536420,377,NA,NA,NA
chr7,16754559,16755344,786,NA,NA,NA
chr7,16850625,16851310,686,NA,NA,blue
chr7,18292335,18293355,1021,NA,purple,NA
chr7,18495640,18496728,1089,NA,NA,NA
chr7,25949768,25950143,376,green,NA,blue
chr7,25951736,25952275,540,NA,NA,blue
chr7,26587394,26587859,466,NA,NA,NA
chr7,28178905,28179444,540,NA,NA,blue
chr7,29193995,29194372,378,green,NA,blue
chr7,29565621,29566961,1341,NA,NA,blue
chr7,30148925,30149644,720,green,NA,NA
chr7,30157047,30157641,595,green,NA,blue
chr7,30163158,30163780,623,green,purple,NA
chr7,36391269,36392179,911,NA,NA,blue
chr7,37259451,37260784,1334,green,purple,NA
chr7,37349933,37350959,1027,green,NA,blue
chr7,37440723,37441702,980,NA,purple,NA
chr7,37536903,37537498,596,NA,NA,NA
chr7,37549267,37551042,1776,green,NA,NA
chr7,40604824,40605260,437,NA,NA,NA
chr7,43763822,43764900,1079,NA,NA,NA
chr7,43985854,43986582,729,NA,NA,NA
chr7,44038942,44040354,1413,NA,NA,blue
chr7,44064389,44066122,1734,NA,NA,blue
chr7,44073677,44074651,975,NA,NA,blue
chr7,44257834,44258193,360,green,purple,NA
chr7,45028698,45029737,1040,NA,purple,NA
chr7,45035945,45037256,1312,NA,purple,NA
chr7,47453574,47454263,690,green,purple,NA
chr7,47494407,47495147,741,NA,NA,NA
chr7,50092985,50093428,444,green,NA,NA
chr7,50303509,50303706,198,green,NA,blue
chr7,50355618,50356166,549,NA,purple,NA
chr7,50358228,50359153,926,NA,purple,NA
chr7,50659896,50660839,944,NA,NA,NA
chr7,50664425,50665224,800,NA,purple,NA
chr7,50793895,50794141,247,NA,NA,blue
chr7,55425208,55425667,460,NA,NA,NA
chr7,55552579,55552971,393,NA,NA,NA
chr7,69429820,69430545,726,NA,NA,NA
chr7,69430654,69430906,253,NA,NA,blue
chr7,69646808,69647203,396,NA,NA,NA
chr7,73299956,73300357,402,NA,NA,NA
chr7,73886529,73886897,369,green,NA,NA
chr7,74012739,74013322,584,NA,NA,NA
chr7,74027504,74029137,1634,NA,NA,blue
chr7,74305908,74307576,1669,NA,NA,NA
chr7,74312569,74312943,375,NA,NA,NA
chr7,74477706,74478101,396,green,NA,NA
chr7,74479380,74479834,455,green,NA,NA
chr7,74643028,74643615,588,NA,purple,NA
chr7,74655624,74656055,432,NA,NA,blue
chr7,76303885,76304225,341,NA,NA,NA
chr7,76328146,76328585,440,green,purple,NA
chr7,76443762,76444225,464,NA,purple,NA
chr7,76607816,76608254,439,NA,NA,NA
chr7,80133820,80134357,538,NA,NA,NA
chr7,90594634,90595369,736,NA,NA,NA
chr7,93043237,93043862,626,NA,NA,NA
chr7,95773023,95773338,316,NA,NA,NA
chr7,98283679,98284253,575,NA,purple,NA
chr7,98879815,98880281,467,green,NA,blue
chr7,99579563,99580011,449,NA,NA,NA
chr7,100040148,100040873,726,NA,purple,NA
chr7,100170923,100172054,1132,green,NA,NA
chr7,100430779,100431180,402,NA,NA,blue
chr7,100465932,100466414,483,green,NA,blue
chr7,100475611,100476261,651,green,NA,NA
chr7,100626278,100627099,822,green,NA,NA
chr7,100641127,100641932,806,NA,NA,NA
chr7,100829148,100829826,679,NA,NA,blue
chr7,100836243,100837508,1266,NA,NA,NA
chr7,100865472,100866931,1460,NA,NA,blue
chr7,101162451,101162742,292,NA,NA,NA
chr7,101241176,101241970,795,NA,NA,NA
chr7,101386985,101387525,541,NA,NA,NA
chr7,101630574,101631121,548,green,NA,blue
chr7,101691894,101692644,751,green,NA,NA
chr7,101733734,101734227,494,green,purple,NA
chr7,101803786,101804320,535,green,NA,NA
chr7,101857415,101857748,334,green,purple,NA
chr7,101927767,101928222,456,green,purple,NA
chr7,101965011,101965389,379,NA,NA,NA
chr7,101990807,101991232,426,NA,purple,NA
chr7,101998512,101999166,655,NA,NA,NA
chr7,102415741,102416104,364,green,purple,NA
chr7,102425519,102426308,790,green,NA,NA
chr7,102431599,102432305,707,green,NA,blue
chr7,102432912,102433237,326,green,NA,blue
chr7,105691084,105691633,550,green,purple,NA
chr7,106108464,106110196,1733,NA,purple,NA
chr7,107041509,107041900,392,NA,NA,NA
chr7,107386861,107387913,1053,NA,NA,NA
chr7,114921882,114922277,396,green,NA,blue
chr7,120989350,120990793,1444,green,NA,NA
chr7,128408571,128409212,642,NA,NA,NA
chr7,128790382,128790767,386,NA,NA,blue
chr7,128934843,128935764,922,NA,NA,blue
chr7,128939459,128940340,882,NA,NA,NA
chr7,129367844,129369003,1160,green,NA,NA
chr7,129948998,129950955,1958,NA,NA,NA
chr7,130490105,130490755,651,NA,NA,NA
chr7,130493610,130494647,1038,NA,NA,blue
chr7,130894186,130894789,604,green,NA,NA
chr7,135166412,135168321,1910,NA,NA,blue
chr7,137754241,137754965,725,NA,NA,NA
chr7,138665955,138666792,838,NA,NA,NA
chr7,138718530,138718734,205,NA,NA,NA
chr7,138752397,138753005,609,NA,NA,NA
chr7,138962904,138963711,808,NA,NA,NA
chr7,139104239,139104765,527,NA,NA,NA
chr7,139105316,139106568,1253,NA,NA,NA
chr7,139118281,139119341,1061,NA,purple,NA
chr7,139635919,139636328,410,green,NA,NA
chr7,139648439,139649582,1144,green,purple,NA
chr7,140060727,140061340,614,NA,NA,NA
chr7,140358352,140359329,978,NA,NA,NA
chr7,142711445,142712172,728,NA,NA,blue
chr7,142865844,142866355,512,NA,NA,NA
chr7,143345319,143345714,396,NA,NA,NA
chr7,143881938,143883394,1457,NA,NA,NA
chr7,148773516,148773901,386,NA,purple,NA
chr7,149725336,149725890,555,NA,NA,NA
chr7,149773565,149774311,747,NA,NA,blue
chr7,149872626,149872982,357,NA,NA,blue
chr7,150339357,150339818,462,NA,NA,NA
chr7,150340276,150341839,1564,green,NA,blue
chr7,150369567,150370126,560,green,NA,NA
chr7,150404281,150404672,392,NA,purple,NA
chr7,150405703,150406273,571,NA,purple,NA
chr7,150450354,150452429,2076,green,NA,blue
chr7,150801158,150801820,663,NA,NA,blue
chr7,150924275,150924965,691,NA,NA,NA
chr7,151050784,151051603,820,NA,NA,NA
chr7,151087861,151088221,361,NA,purple,NA
chr7,151349618,151350271,654,green,purple,NA
chr7,151672632,151673423,792,NA,NA,NA
chr7,151677687,151678145,459,NA,NA,NA
chr7,151736475,151736982,508,NA,NA,NA
chr7,151742681,151743518,838,NA,purple,NA
chr7,152862010,152862479,470,NA,NA,NA
chr7,153748765,153749129,365,NA,NA,NA
chr7,157279014,157279984,971,green,NA,NA
chr7,157398040,157398888,849,NA,purple,NA
chr7,157855802,157856299,498,NA,NA,NA
chr7,158821328,158822200,873,NA,NA,NA
chr7,158862685,158862937,253,NA,NA,NA
chr7,158871285,158871785,501,NA,NA,NA
chr8,90282,90416,135,NA,NA,NA
chr8,636910,637258,349,NA,NA,NA
chr8,821873,822532,660,NA,NA,NA
chr8,824327,825608,1282,NA,NA,NA
chr8,948314,948647,334,NA,NA,NA
chr8,1787854,1788367,514,NA,purple,NA
chr8,1924029,1924783,755,NA,NA,NA
chr8,1974398,1974970,573,NA,NA,blue
chr8,1992033,1992464,432,NA,NA,NA
chr8,2000221,2000760,540,NA,NA,NA
chr8,2045646,2046091,446,NA,NA,NA
chr8,6559226,6560146,921,green,NA,NA
chr8,6623862,6624380,519,NA,NA,blue
chr8,8871957,8872616,660,NA,purple,NA
chr8,8933725,8934179,455,NA,NA,blue
chr8,9249049,9249663,615,NA,NA,NA
chr8,10350545,10351048,504,NA,NA,NA
chr8,10625908,10626496,589,green,NA,NA
chr8,11770450,11770741,292,green,NA,NA
chr8,11868534,11868832,299,NA,purple,NA
chr8,12796949,12797313,365,NA,NA,NA
chr8,13043462,13044060,599,green,NA,blue
chr8,17158277,17158840,564,NA,NA,NA
chr8,17661668,17662291,624,NA,NA,NA
chr8,18067594,18068574,981,NA,purple,NA
chr8,19014270,19014762,493,NA,NA,NA
chr8,19312921,19313538,618,NA,NA,blue
chr8,19505657,19505972,316,green,NA,NA
chr8,21039573,21040261,689,green,NA,NA
chr8,21169590,21169977,388,NA,NA,NA
chr8,21911727,21912100,374,green,NA,NA
chr8,22059260,22059823,564,NA,purple,NA
chr8,22086293,22087176,884,NA,NA,blue
chr8,22210676,22211413,738,NA,NA,NA
chr8,22539860,22541423,1564,NA,NA,NA
chr8,22551476,22552823,1348,NA,purple,NA
chr8,22572139,22572764,626,NA,NA,NA
chr8,22598395,22599050,656,green,NA,blue
chr8,22626149,22627098,950,green,NA,NA
chr8,22628086,22628735,650,green,NA,NA
chr8,23223643,23224294,652,NA,NA,blue
chr8,23335710,23336447,738,NA,NA,blue
chr8,26441213,26441524,312,NA,NA,NA
chr8,26575741,26576708,968,NA,purple,NA
chr8,27610090,27610649,560,NA,NA,blue
chr8,28189947,28190716,770,NA,NA,NA
chr8,28347848,28348935,1088,NA,purple,NA
chr8,28769851,28770361,511,NA,NA,NA
chr8,28776077,28776340,264,NA,NA,NA
chr8,28779320,28779776,457,NA,purple,NA
chr8,30544789,30545561,773,NA,NA,NA
chr8,33565472,33565956,485,NA,NA,NA
chr8,35869367,35869802,436,NA,NA,NA
chr8,37546798,37547448,651,NA,NA,NA
chr8,38067024,38067562,539,NA,NA,NA
chr8,38081223,38081847,625,NA,purple,NA
chr8,38090202,38090863,662,NA,purple,NA
chr8,38757358,38758038,681,NA,NA,NA
chr8,38899645,38900761,1117,green,NA,blue
chr8,41542665,41543114,450,green,NA,NA
chr8,41654169,41654680,512,NA,NA,NA
chr8,42179537,42180334,798,green,NA,NA
chr8,42207486,42207796,311,green,NA,blue
chr8,42376904,42377457,554,NA,NA,blue
chr8,47736260,47736914,655,NA,NA,NA
chr8,48683091,48683323,233,NA,NA,NA
chr8,58172835,58173314,480,NA,purple,NA
chr8,59106605,59108139,1535,NA,purple,NA
chr8,60376358,60377068,711,NA,NA,NA
chr8,70068833,70069280,448,NA,NA,NA
chr8,70217023,70217718,696,NA,purple,NA
chr8,73370450,73371420,971,NA,NA,blue
chr8,73613763,73614900,1138,NA,NA,NA
chr8,74048676,74049309,634,NA,NA,blue
chr8,80240522,80240993,472,NA,NA,blue
chr8,80687003,80687614,612,green,NA,NA
chr8,80727445,80727855,411,NA,NA,NA
chr8,81279713,81280173,461,NA,NA,blue
chr8,86514702,86515414,713,NA,NA,blue
chr8,93739642,93740097,456,NA,NA,blue
chr8,95072903,95073766,864,green,NA,blue
chr8,95208912,95209596,685,NA,NA,NA
chr8,100336407,100336816,410,NA,NA,blue
chr8,100809317,100810303,987,NA,purple,NA
chr8,101051468,101052117,650,NA,NA,blue
chr8,102585336,102586409,1074,green,purple,NA
chr8,102767828,102768353,526,NA,NA,NA
chr8,103140125,103140526,402,NA,NA,blue
chr8,104788671,104789338,668,green,NA,NA
chr8,106272098,106272474,377,NA,NA,NA
chr8,117980686,117981144,459,NA,NA,NA
chr8,122782829,122783402,574,NA,NA,blue
chr8,123161247,123161519,273,NA,purple,NA
chr8,123540178,123540622,445,NA,NA,NA
chr8,124728680,124729024,345,NA,NA,blue
chr8,125388197,125389280,1084,NA,NA,NA
chr8,126556197,126557623,1427,NA,NA,blue
chr8,127793710,127794171,462,NA,NA,blue
chr8,129678819,129679618,800,NA,purple,NA
chr8,129683321,129683810,490,NA,NA,blue
chr8,129685142,129685915,774,NA,NA,blue
chr8,130013440,130013904,465,NA,purple,NA
chr8,132882639,132883273,635,green,NA,NA
chr8,133016489,133017032,544,NA,purple,NA
chr8,133066864,133067591,728,green,purple,NA
chr8,133456730,133457098,369,NA,NA,NA
chr8,133503237,133504440,1204,green,purple,NA
chr8,135458434,135458909,476,NA,NA,blue
chr8,140035407,140035874,468,NA,NA,NA
chr8,140046957,140047405,449,NA,NA,NA
chr8,140273122,140273627,506,NA,NA,NA
chr8,140349229,140350098,870,NA,NA,NA
chr8,140558265,140558748,484,green,NA,NA
chr8,140590990,140591418,429,green,NA,blue
chr8,140598947,140599531,585,green,purple,NA
chr8,140633952,140634479,528,NA,NA,blue
chr8,141173206,141173473,268,NA,NA,NA
chr8,141182433,141182798,366,NA,NA,NA
chr8,141227108,141227694,587,green,NA,blue
chr8,141234766,141235759,994,green,purple,NA
chr8,141243151,141243599,449,NA,NA,NA
chr8,141279148,141279459,312,NA,NA,NA
chr8,141329221,141329718,498,NA,NA,NA
chr8,141354856,141355215,360,NA,NA,blue
chr8,141392462,141392716,255,NA,NA,blue
chr8,141403021,141403882,862,NA,purple,NA
chr8,141415891,141416604,714,NA,NA,NA
chr8,141416791,141417356,566,NA,NA,NA
chr8,142300623,142302199,1577,NA,NA,NA
chr8,142303833,142304482,650,NA,NA,NA
chr8,142402058,142402468,411,NA,NA,blue
chr8,142453435,142453695,261,NA,NA,NA
chr8,142475025,142475302,278,NA,NA,NA
chr8,142567086,142567377,292,NA,NA,NA
chr8,142619812,142620320,509,NA,NA,blue
chr8,142778293,142778674,382,green,NA,blue
chr8,143183001,143183503,503,NA,NA,NA
chr8,143245710,143246504,795,NA,NA,blue
chr8,143289084,143289881,798,NA,NA,blue
chr8,143515975,143517273,1299,NA,NA,NA
chr8,143529403,143529944,542,NA,purple,NA
chr8,143549354,143549835,482,NA,NA,blue
chr8,143572046,143573727,1682,NA,NA,blue
chr8,143595941,143596613,673,NA,NA,blue
chr8,143598743,143599163,421,NA,NA,NA
chr8,143636973,143637291,319,NA,NA,NA
chr8,143940038,143940544,507,NA,purple,NA
chr8,143950920,143951787,868,NA,purple,NA
chr8,143953689,143954183,495,NA,purple,NA
chr8,143977082,143977481,400,green,NA,blue
chr8,143977702,143978085,384,green,NA,blue
chr8,143990983,143991379,397,green,NA,NA
chr8,143994689,143995261,573,green,NA,NA
chr8,144012484,144012960,477,green,NA,blue
chr8,144184910,144185913,1004,NA,NA,NA
chr8,144265532,144267456,1925,NA,NA,blue
chr8,144275384,144275659,276,NA,NA,NA
chr8,144324042,144324596,555,NA,NA,NA
chr8,144523035,144523594,560,NA,purple,NA
chr8,144526572,144527420,849,NA,NA,blue
chr8,144851912,144852353,442,green,NA,NA
chr9,3527880,3528913,1034,NA,NA,blue
chr9,5499800,5500669,870,NA,purple,NA
chr9,6412354,6412926,573,NA,NA,blue
chr9,15305875,15306346,472,NA,NA,NA
chr9,33719647,33720028,382,NA,NA,blue
chr9,35638594,35639015,422,NA,purple,NA
chr9,35691281,35691657,377,NA,NA,blue
chr9,35790220,35790610,391,green,NA,blue
chr9,35972016,35972396,381,NA,NA,blue
chr9,36485506,36486393,888,NA,NA,NA
chr9,38047376,38048127,752,NA,NA,NA
chr9,38069962,38070328,367,NA,NA,blue
chr9,38164562,38165076,515,NA,NA,NA
chr9,63385146,63385387,242,NA,NA,blue
chr9,65195929,65196241,313,NA,NA,NA
chr9,71683709,71685475,1767,NA,NA,NA
chr9,76020553,76021019,467,NA,NA,NA
chr9,77997143,77998264,1122,NA,purple,NA
chr9,78021785,78022487,703,NA,NA,NA
chr9,79256669,79258348,1680,NA,NA,NA
chr9,83956827,83957207,381,green,NA,blue
chr9,87501735,87503124,1390,NA,NA,NA
chr9,87509941,87510435,495,green,NA,NA
chr9,87517683,87518324,642,green,purple,NA
chr9,87605614,87606125,512,NA,NA,NA
chr9,87975050,87975198,149,NA,NA,blue
chr9,88391577,88392297,721,NA,NA,blue
chr9,88531828,88532767,940,NA,NA,blue
chr9,88533713,88534073,361,NA,NA,blue
chr9,89405865,89406271,407,green,purple,NA
chr9,89418614,89419355,742,green,purple,NA
chr9,89483962,89484554,593,NA,purple,NA
chr9,89640312,89640661,350,green,NA,NA
chr9,90800751,90801338,588,NA,NA,blue
chr9,91177601,91178147,547,green,NA,NA
chr9,91896914,91897198,285,NA,NA,NA
chr9,92762173,92762864,692,NA,NA,NA
chr9,92953961,92954682,722,NA,purple,NA
chr9,93053250,93053627,378,NA,NA,NA
chr9,93058024,93060035,2012,green,NA,blue
chr9,93123896,93124337,442,NA,NA,NA
chr9,93131051,93131765,715,NA,NA,NA
chr9,94638829,94639112,284,NA,NA,NA
chr9,94639955,94640375,421,NA,NA,blue
chr9,95005117,95005860,744,NA,NA,NA
chr9,95091585,95092197,613,NA,NA,NA
chr9,95092313,95093153,841,NA,NA,NA
chr9,95094854,95095492,639,NA,NA,NA
chr9,96149498,96150139,642,NA,NA,NA
chr9,97985322,97985636,315,NA,NA,NA
chr9,98808376,98809049,674,NA,NA,blue
chr9,99103987,99104348,362,NA,NA,blue
chr9,105242589,105243962,1374,NA,NA,blue
chr9,110126323,110127954,1632,NA,purple,NA
chr9,110128309,110129176,868,NA,purple,NA
chr9,111039079,111039981,903,NA,NA,blue
chr9,113350256,113350734,479,NA,purple,NA
chr9,113377166,113377589,424,green,NA,blue
chr9,113379468,113379790,323,green,NA,NA
chr9,113564708,113565768,1061,NA,NA,NA
chr9,113587824,113589967,2144,NA,purple,blue
chr9,113593607,113594795,1189,green,purple,NA
chr9,113994197,113994693,497,NA,NA,NA
chr9,114619028,114619765,738,NA,NA,NA
chr9,114929941,114931058,1118,NA,NA,blue
chr9,120928177,120928622,446,NA,NA,NA
chr9,121151413,121152327,915,NA,purple,NA
chr9,121268802,121269924,1123,green,purple,NA
chr9,121286003,121286880,878,NA,NA,blue
chr9,121299032,121299783,752,NA,NA,NA
chr9,121368649,121369056,408,NA,NA,blue
chr9,121650429,121651375,947,NA,NA,NA
chr9,122219882,122221646,1765,NA,NA,NA
chr9,122348199,122348887,689,green,NA,NA
chr9,122377397,122377641,245,green,NA,NA
chr9,123338934,123340396,1463,NA,purple,NA
chr9,124258853,124259660,808,NA,NA,NA
chr9,124281975,124282500,526,NA,purple,NA
chr9,124290874,124291424,551,NA,purple,NA
chr9,124299715,124300441,727,NA,NA,NA
chr9,124441281,124441746,466,NA,NA,NA
chr9,124469453,124469703,251,NA,NA,NA
chr9,124495435,124495896,462,NA,NA,NA
chr9,124511750,124513738,1989,NA,NA,NA
chr9,124768865,124769476,612,NA,NA,blue
chr9,124795504,124796680,1177,green,NA,NA
chr9,124800423,124800820,398,NA,NA,NA
chr9,124838390,124839320,931,NA,NA,NA
chr9,126347087,126348217,1131,NA,NA,NA
chr9,126498352,126498922,571,green,NA,NA
chr9,126525454,126525906,453,NA,NA,blue
chr9,126723700,126723943,244,NA,NA,NA
chr9,127353581,127354305,725,NA,NA,NA
chr9,127545619,127546008,390,NA,NA,NA
chr9,127568056,127568466,411,NA,purple,NA
chr9,127762000,127762986,987,green,purple,NA
chr9,127769969,127771088,1120,green,purple,NA
chr9,127838476,127839178,703,NA,NA,NA
chr9,127857828,127858350,523,NA,NA,NA
chr9,127862790,127863037,248,NA,purple,NA
chr9,127864947,127865590,644,NA,purple,NA
chr9,127897142,127897741,600,NA,purple,NA
chr9,127898693,127899076,384,NA,purple,NA
chr9,127903421,127905418,1998,NA,NA,blue
chr9,127915541,127916520,980,NA,NA,NA
chr9,127927631,127928612,982,green,NA,NA
chr9,127930075,127930604,530,green,NA,blue
chr9,128098011,128098937,927,NA,purple,NA
chr9,128218416,128219334,919,NA,NA,NA
chr9,128243514,128244574,1061,NA,NA,NA
chr9,128364770,128365464,695,green,NA,NA
chr9,128922217,128922966,750,NA,NA,NA
chr9,129139403,129141602,2200,green,purple,NA
chr9,129198342,129198637,296,green,NA,NA
chr9,129320094,129320444,351,green,NA,blue
chr9,129336559,129337543,985,green,purple,NA
chr9,129346675,129347230,556,green,purple,NA
chr9,129351022,129351364,343,green,NA,NA
chr9,129352327,129352840,514,green,NA,NA
chr9,129402408,129402704,297,green,NA,NA
chr9,129422647,129423289,643,NA,NA,NA
chr9,129483042,129484104,1063,green,NA,blue
chr9,129569235,129569782,548,NA,NA,NA
chr9,129596964,129598371,1408,NA,NA,NA
chr9,129609571,129610089,519,NA,NA,NA
chr9,129887321,129888375,1055,green,NA,NA
chr9,129995142,129996280,1139,green,purple,NA
chr9,130043449,130044069,621,NA,NA,blue
chr9,130893435,130893966,532,green,purple,NA
chr9,131117409,131117899,491,NA,NA,NA
chr9,131239129,131239662,534,green,NA,blue
chr9,131263986,131264549,564,NA,NA,NA
chr9,131266091,131266472,382,NA,NA,NA
chr9,131280150,131280583,434,NA,NA,NA
chr9,131503871,131504399,529,NA,NA,NA
chr9,131668103,131668627,525,green,purple,NA
chr9,133144113,133144441,329,NA,purple,NA
chr9,133257526,133257831,306,NA,NA,NA
chr9,133371033,133371762,730,NA,NA,NA
chr9,133460471,133460861,391,NA,NA,NA
chr9,133532885,133533237,353,NA,NA,NA
chr9,133533989,133534310,322,NA,NA,NA
chr9,133540563,133540753,191,NA,NA,NA
chr9,133862670,133863179,510,NA,purple,NA
chr9,133954886,133955632,747,NA,NA,NA
chr9,134171668,134172012,345,green,NA,NA
chr9,134178758,134179224,467,green,NA,NA
chr9,134282900,134283452,553,NA,NA,NA
chr9,134286254,134286725,472,NA,NA,NA
chr9,134293415,134294239,825,NA,NA,NA
chr9,134316354,134317272,919,NA,NA,blue
chr9,134327327,134327631,305,NA,purple,NA
chr9,134343780,134344253,474,NA,purple,NA
chr9,134345990,134346273,284,NA,NA,NA
chr9,134360035,134360649,615,NA,NA,NA
chr9,134365760,134366749,990,NA,purple,NA
chr9,134375737,134376493,757,green,purple,NA
chr9,134377324,134378366,1043,green,NA,blue
